id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;yes_no_probabilities
(0, 0);0;91;0;stop;1.0;True;True;462;[0.9977337338698221, 0.0013873028795922762]
(0, 0);1;69;0;stop;1.0;True;True;438;[0.9963193015913968, 0.0016710345025367287]
(0, 0);2;77;0;stop;1.0;True;True;281;[0.917706068617778, 0.0011260910451826298]
(0, 0);3;67;0;stop;1.0;True;True;347;[0.9975123455798044, 0.0017261435502152185]
(0, 0);4;74;0;stop;1.0;True;True;385;[0.9965725993833622, 0.0013642052865643485]
(0, 0);5;70;0;stop;1.0;True;True;401;[0.9987564073847545, 0.0007433306849865643]
(0, 0);6;64;0;stop;1.0;True;True;489;[0.9897978451534669, 0.008044598688810033]
(0, 0);7;71;0;stop;1.0;True;True;355;[0.9973918452499778, 0.0015962284723228086]
(0, 0);8;79;0;stop;1.0;True;True;273;[0.9965799399949885, 0.0002665395025483761]
(0, 0);9;46;0;stop;1.0;True;True;409;[0.998411916479123, 0.0007202124656904511]
(0, 1);0;154;0;stop;0.4;False;True;1116;[0.908523865104956, 0.017575552339976406]
(0, 1);1;60;0;stop;0.6;True;False;424;[0.3049796056876726, 0.6456418303073298]
(0, 1);2;68;0;stop;0.4;False;True;268;[0.9021958498787269, 0.0595062677484666]
(0, 1);3;69;0;stop;0.6;True;False;519;[0.23160373013347854, 0.5732247372924612]
(0, 1);4;110;0;stop;0.4;False;True;639;[0.9842034353976156, 0.008498414422746748]
(0, 1);5;68;0;stop;0.6;True;False;561;[0.035124254938588166, 0.9642899464855075]
(0, 1);6;149;0;stop;0.6;True;False;573;[0.009410530228639191, 0.9903705603052962]
(0, 1);7;111;0;stop;0.4;False;True;662;[0.9814932667276596, 0.00014840647850203787]
(0, 1);8;54;0;stop;0.6;True;False;632;[0.02227787886998214, 0.9773494593897359]
(0, 1);9;93;0;stop;0.6;True;False;358;[0.015416873164143523, 0.984085091549944]
(0, 2);0;71;0;stop;0.8;True;False;2081;[0.043336570291745674, 0.9559893851681378]
(0, 2);1;106;0;stop;0.8;True;False;432;[0.05181310886301462, 0.9475628418493347]
(0, 2);2;100;0;stop;0.8;True;False;822;[0.012429638327282477, 0.9874085111957908]
(0, 2);3;102;0;stop;0.2;False;True;421;[0.944196283109226, 0.05004056975645423]
(0, 2);4;99;0;stop;0.8;True;False;950;[0.011685459805510341, 0.9881606020185348]
(0, 2);5;57;0;stop;0.8;True;False;661;[0.03836113359840009, 0.9589075922038034]
(0, 2);6;154;0;stop;0.2;False;True;536;[0.8872326329280331, 0.006216268451094403]
(0, 2);7;80;0;stop;0.8;True;False;455;[0.04881948984635864, 0.9503968036335051]
(0, 2);8;102;0;stop;0.8;True;False;623;[0.05663505560021443, 0.9430582728274317]
(0, 2);9;115;0;stop;0.8;True;False;459;[0.013618629278264217, 0.9850463008251144]
(0, 3);0;68;0;stop;0.9;True;False;716;[0.020951789761264453, 0.9784543369961541]
(0, 3);1;145;0;stop;0.9;True;False;793;[0.006187868811488533, 0.9929849774747538]
(0, 3);2;143;0;stop;0.9;True;False;580;[0.03728458636244718, 0.9615821452129355]
(0, 3);3;118;0;stop;0.9;True;False;728;[0.03729316556060357, 0.9618035274690352]
(0, 3);4;61;0;stop;0.9;True;False;512;[0.013219437814709474, 0.9865248221401252]
(0, 3);5;185;0;stop;0.1;False;True;688;[0.9134071578060259, 0.04822007748760027]
(0, 3);6;89;0;stop;0.9;True;False;369;[0.0071206143209701245, 0.9927648687214724]
(0, 3);7;180;0;stop;0.9;True;False;1009;[0.06005985128877652, 0.9394940467325449]
(0, 3);8;129;0;stop;0.9;True;False;377;[0.005060108180419097, 0.9948954227174109]
(0, 3);9;244;0;stop;0.9;True;False;990;[0.014954142977525798, 0.9848490061674804]
(1, 0);0;42;1;stop;1.0;True;False;492;[0.006487079261236457, 0.9933292613033773]
(1, 0);1;31;1;stop;1.0;True;False;327;[0.02297345081151002, 0.9768559675852659]
(1, 0);2;31;1;stop;1.0;True;False;381;[0.02594949261698663, 0.973747519329549]
(1, 0);3;36;1;stop;1.0;True;False;379;[0.01542121841713518, 0.9843628139344183]
(1, 0);4;113;1;stop;1.0;True;False;292;[0.0275616936235339, 0.9715831365541369]
(1, 0);5;74;1;stop;1.0;True;False;289;[0.0038242482177628955, 0.9961140355572393]
(1, 0);6;29;1;stop;1.0;True;False;322;[0.010985883360470244, 0.9889179195050133]
