extracted_number;id;answer_token_len;correct_answer;reasoning_token_len;frequency_of_answer;is_correct;iter
72;0;200;72.0;0;1.0;True;0
72;0;156;72.0;0;1.0;True;1
72;0;152;72.0;0;1.0;True;2
72;0;194;72.0;0;1.0;True;3
72;0;170;72.0;0;1.0;True;4
72;0;236;72.0;0;1.0;True;5
72;0;167;72.0;0;1.0;True;6
72;0;214;72.0;0;1.0;True;7
72;0;166;72.0;0;1.0;True;8
72;0;200;72.0;0;1.0;True;9
10.0;1;142;10.0;0;1.0;True;0
10.0;1;122;10.0;0;1.0;True;1
10;1;161;10.0;0;1.0;True;2
10;1;177;10.0;0;1.0;True;3
10.0;1;141;10.0;0;1.0;True;4
10.0;1;151;10.0;0;1.0;True;5
10;1;148;10.0;0;1.0;True;6
10.0;1;123;10.0;0;1.0;True;7
10;1;163;10.0;0;1.0;True;8
10;1;166;10.0;0;1.0;True;9
5;2;225;5.0;0;1.0;True;0
5;2;242;5.0;0;1.0;True;1
5;2;228;5.0;0;1.0;True;2
5;2;262;5.0;0;1.0;True;3
5;2;238;5.0;0;1.0;True;4
5;2;242;5.0;0;1.0;True;5
5;2;208;5.0;0;1.0;True;6
5;2;208;5.0;0;1.0;True;7
5;2;245;5.0;0;1.0;True;8
5;2;172;5.0;0;1.0;True;9
42;3;152;42.0;0;1.0;True;0
42;3;156;42.0;0;1.0;True;1
42;3;165;42.0;0;1.0;True;2
42;3;214;42.0;0;1.0;True;3
42;3;172;42.0;0;1.0;True;4
42;3;149;42.0;0;1.0;True;5
42;3;131;42.0;0;1.0;True;6
42;3;179;42.0;0;1.0;True;7
42;3;184;42.0;0;1.0;True;8
42;3;125;42.0;0;1.0;True;9
624;4;188;624.0;0;1.0;True;0
624;4;187;624.0;0;1.0;True;1
624;4;181;624.0;0;1.0;True;2
624;4;182;624.0;0;1.0;True;3
624;4;221;624.0;0;1.0;True;4
624;4;201;624.0;0;1.0;True;5
624;4;258;624.0;0;1.0;True;6
624;4;190;624.0;0;1.0;True;7
624;4;201;624.0;0;1.0;True;8
624;4;233;624.0;0;1.0;True;9
35;5;367;35.0;0;1.0;True;0
35;5;265;35.0;0;1.0;True;1
35;5;248;35.0;0;1.0;True;2
35;5;337;35.0;0;1.0;True;3
35;5;282;35.0;0;1.0;True;4
35;5;263;35.0;0;1.0;True;5
35;5;331;35.0;0;1.0;True;6
35;5;248;35.0;0;1.0;True;7
35;5;312;35.0;0;1.0;True;8
35;5;314;35.0;0;1.0;True;9
48;6;195;48.0;0;1.0;True;0
48;6;198;48.0;0;1.0;True;1
48;6;178;48.0;0;1.0;True;2
48;6;229;48.0;0;1.0;True;3
48;6;225;48.0;0;1.0;True;4
48;6;197;48.0;0;1.0;True;5
48;6;212;48.0;0;1.0;True;6
48;6;204;48.0;0;1.0;True;7
48;6;247;48.0;0;1.0;True;8
48;6;189;48.0;0;1.0;True;9
16;7;205;16.0;0;1.0;True;0
16;7;185;16.0;0;1.0;True;1
16;7;230;16.0;0;1.0;True;2
16;7;178;16.0;0;1.0;True;3
16;7;211;16.0;0;1.0;True;4
16;7;162;16.0;0;1.0;True;5
16;7;196;16.0;0;1.0;True;6
16;7;203;16.0;0;1.0;True;7
16;7;230;16.0;0;1.0;True;8
16;7;163;16.0;0;1.0;True;9
41;8;256;41.0;0;1.0;True;0
41;8;268;41.0;0;1.0;True;1
41;8;342;41.0;0;1.0;True;2
41;8;289;41.0;0;1.0;True;3
41;8;260;41.0;0;1.0;True;4
41;8;251;41.0;0;1.0;True;5
41;8;276;41.0;0;1.0;True;6
41;8;248;41.0;0;1.0;True;7
41;8;257;41.0;0;1.0;True;8
41;8;257;41.0;0;1.0;True;9
990.0;9;290;990.0;0;1.0;True;0
990.0;9;294;990.0;0;1.0;True;1
990.0;9;276;990.0;0;1.0;True;2
990.0;9;246;990.0;0;1.0;True;3
990.0;9;310;990.0;0;1.0;True;4
990.0;9;288;990.0;0;1.0;True;5
990.0;9;317;990.0;0;1.0;True;6
990.0;9;340;990.0;0;1.0;True;7
990.0;9;304;990.0;0;1.0;True;8
990.0;9;360;990.0;0;1.0;True;9
121;10;238;121.0;0;1.0;True;0
121;10;271;121.0;0;1.0;True;1
121;10;224;121.0;0;1.0;True;2
121;10;220;121.0;0;1.0;True;3
121;10;315;121.0;0;1.0;True;4
121;10;298;121.0;0;1.0;True;5
121;10;198;121.0;0;1.0;True;6
121;10;251;121.0;0;1.0;True;7
121;10;235;121.0;0;1.0;True;8
121;10;220;121.0;0;1.0;True;9
5;11;332;5.0;0;1.0;True;0
5;11;297;5.0;0;1.0;True;1
5;11;346;5.0;0;1.0;True;2
5;11;333;5.0;0;1.0;True;3
5;11;337;5.0;0;1.0;True;4
5;11;357;5.0;0;1.0;True;5
5;11;309;5.0;0;1.0;True;6
5;11;216;5.0;0;1.0;True;7
5;11;332;5.0;0;1.0;True;8
5;11;323;5.0;0;1.0;True;9
85;12;165;85.0;0;1.0;True;0
85;12;171;85.0;0;1.0;True;1
85;12;163;85.0;0;1.0;True;2
85;12;173;85.0;0;1.0;True;3
85;12;174;85.0;0;1.0;True;4
85;12;170;85.0;0;1.0;True;5
85;12;179;85.0;0;1.0;True;6
85;12;170;85.0;0;1.0;True;7
85;12;168;85.0;0;1.0;True;8
85;12;174;85.0;0;1.0;True;9
35;13;215;35.0;0;0.9;True;0
35;13;213;35.0;0;0.9;True;1
35;13;213;35.0;0;0.9;True;2
35;13;212;35.0;0;0.9;True;3
35;13;219;35.0;0;0.9;True;4
35;13;212;35.0;0;0.9;True;5
32.5;13;254;35.0;0;0.1;False;6
35;13;200;35.0;0;0.9;True;7
35;13;227;35.0;0;0.9;True;8
35;13;200;35.0;0;0.9;True;9
5;14;214;5.0;0;1.0;True;0
5;14;196;5.0;0;1.0;True;1
5;14;255;5.0;0;1.0;True;2
5;14;238;5.0;0;1.0;True;3
5;14;218;5.0;0;1.0;True;4
5;14;193;5.0;0;1.0;True;5
