id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;yes_no_probabilities
(0, 0);0;55;1;stop;1.0;True;False;389;[0.008575865418221987, 0.9912351531716732]
(0, 0);1;71;1;stop;1.0;True;False;331;[0.00288910523075227, 0.9969461525942791]
(0, 0);2;92;1;stop;1.0;True;False;428;[0.011684852466596164, 0.9881095038890062]
(0, 0);3;44;1;stop;1.0;True;False;657;[0.0031722459234274597, 0.9966901781856752]
(0, 0);4;159;1;stop;1.0;True;False;378;[0.011684986189885595, 0.9881207935643951]
(0, 0);5;50;1;stop;1.0;True;False;419;[0.0043308216177367345, 0.9955119763590763]
(0, 0);6;43;1;stop;1.0;True;False;418;[0.0032725677207164788, 0.996575322522143]
(0, 0);7;50;1;stop;1.0;True;False;680;[0.0030749775346253666, 0.9967972427354131]
(0, 0);8;61;1;stop;1.0;True;False;512;[0.0035929221978569415, 0.9962175455088775]
(0, 0);9;61;1;stop;1.0;True;False;614;[0.003272759665618014, 0.9966340495536972]
(0, 1);0;102;1;stop;1.0;True;True;417;[0.9996133154340073, 6.812698336619353e-05]
(0, 1);1;199;1;stop;1.0;True;True;613;[0.9989191068520266, 0.0005109665311509245]
(0, 1);2;57;1;stop;1.0;True;True;516;[0.9992594247155329, 0.00016337032445020304]
(0, 1);3;77;1;stop;1.0;True;True;619;[0.999108394940413, 0.00031485709602559165]
(0, 1);4;81;1;stop;1.0;True;True;468;[0.9994777785277803, 6.011371054780146e-05]
(0, 1);5;74;1;stop;1.0;True;True;422;[0.9996408322406742, 0.00013132182931525883]
(0, 1);6;142;1;stop;1.0;True;True;445;[0.999298111872412, 0.0001583501394561749]
(0, 1);7;142;1;stop;1.0;True;True;476;[0.999574365655062, 9.607078074460924e-05]
(0, 1);8;112;1;stop;1.0;True;True;617;[0.999328825639286, 0.0002958460362645895]
(0, 1);9;132;1;stop;1.0;True;True;406;[0.9992312147235186, 0.0002867159190511554]
(0, 2);0;42;1;stop;1.0;True;False;584;[0.0046092344063140556, 0.9953176712971266]
(0, 2);1;132;1;stop;1.0;True;False;328;[0.0017542738577075575, 0.9980515135084109]
(0, 2);2;122;1;stop;1.0;True;False;524;[0.00288910798601904, 0.9969473375656148]
(0, 2);3;104;1;stop;1.0;True;False;561;[0.008313543820675085, 0.9914179076281894]
(0, 2);4;123;1;stop;1.0;True;False;509;[0.005059589444774873, 0.9947938389262327]
(0, 2);5;137;1;stop;1.0;True;False;331;[0.006691495056566763, 0.9931060610494561]
(0, 2);6;99;1;stop;1.0;True;False;483;[0.0030749086210107826, 0.9967753304442256]
(0, 2);7;94;1;stop;1.0;True;False;480;[0.0029808166967636523, 0.9969466265826444]
(0, 2);8;104;1;stop;1.0;True;False;708;[0.0019264705928352364, 0.9979365814779211]
(0, 2);9;74;1;stop;1.0;True;False;456;[0.015902389527466216, 0.983845831482636]
(0, 3);0;53;1;stop;1.0;True;False;471;[0.012052384027156046, 0.9878316398248076]
(0, 3);1;149;1;stop;1.0;True;False;503;[0.00805782828563199, 0.9914259923375673]
(0, 3);2;57;1;stop;1.0;True;False;501;[0.020959009207436066, 0.9787914707071722]
(0, 3);3;90;1;stop;1.0;True;False;406;[0.010985626678076253, 0.9888943706959256]
(0, 3);4;112;1;stop;1.0;True;False;463;[0.044643408659468475, 0.954518250460825]
(0, 3);5;94;1;stop;1.0;True;False;359;[0.02842274791098952, 0.9711100638727765]
(0, 3);6;130;1;stop;1.0;True;False;490;[0.004608425666914564, 0.9951429205032142]
(0, 3);7;53;1;stop;1.0;True;False;671;[0.005909840610484879, 0.9938821674043892]
(0, 3);8;94;1;stop;1.0;True;False;406;[0.008576278446588554, 0.9912830607775218]
(0, 3);9;56;1;stop;1.0;True;False;446;[0.005910299967487433, 0.9939596563365259]
(1, 0);0;47;1;stop;1.0;True;False;673;[0.006096447717274779, 0.9937208690664311]
(1, 0);1;85;1;stop;1.0;True;False;559;[0.004608834414199921, 0.9952313507943894]
(1, 0);2;68;1;stop;1.0;True;False;755;[0.0037059540132074647, 0.995943735120522]
(1, 0);3;31;1;stop;1.0;True;False;404;[0.010983851019248668, 0.9887348035849668]
(1, 0);4;82;1;stop;1.0;True;False;455;[0.0047542548436491, 0.995047187691456]
(1, 0);5;73;1;stop;1.0;True;False;293;[0.0022517504185377633, 0.9977050165231949]
(1, 0);6;58;1;stop;1.0;True;False;534;[0.004608458629061427, 0.9951497677182765]
(1, 0);7;176;1;stop;1.0;True;False;336;[0.008843941988932003, 0.9907704863017261]
(1, 0);8;54;1;stop;1.0;True;False;373;[0.012049740685776047, 0.9876153205271597]
