id;iter;answer_token_len;correct_answer_idx;finish_reasons;frequency_of_answer;is_correct;model_guessed_its_correct;reasoning_token_len;yes_no_probabilities
(0, 0);0;527;1;stop;1.0;True;False;280;[0, 0.9999985694905718]
(0, 0);1;621;1;stop;1.0;True;False;437;[0, 0.9999991655356624]
(0, 0);2;552;1;stop;1.0;True;False;260;[0, 0.9999997615814777]
(0, 0);3;360;1;stop;1.0;True;False;364;[0, 0.9999986886995842]
(0, 0);4;375;1;stop;1.0;True;False;400;[0, 0.9999996423722521]
(0, 0);5;415;1;stop;1.0;True;False;160;[0, 0.9999994039539004]
(0, 0);6;455;1;stop;1.0;True;False;229;[0, 0.9999984502816872]
(0, 0);7;496;1;stop;1.0;True;False;257;[0, 0.9999983310727032]
(0, 0);8;431;1;stop;1.0;True;False;377;[0, 0.9999983310727032]
(0, 0);9;481;1;stop;1.0;True;False;366;[0, 0.9999979734461775]
(0, 1);0;642;1;stop;1.0;True;True;282;[0.9999991655356624, 3.9278597995802437e-07]
(0, 1);1;530;1;stop;1.0;True;True;395;[0.9999986886995842, 6.47594599989589e-07]
(0, 1);2;368;1;stop;1.0;True;True;449;[0.9999982118638471, 1.067701973552941e-06]
(0, 1);3;424;1;stop;1.0;True;True;307;[0.9999994039539004, 3.059020287707785e-07]
(0, 1);4;505;1;stop;1.0;True;True;290;[0.9999984502816872, 1.067701973552941e-06]
(0, 1);5;544;1;stop;1.0;True;True;428;[0.9999938011552557, 2.902303801487327e-06]
(0, 1);6;416;1;stop;1.0;True;True;305;[0.9999991655356624, 5.043471815847051e-07]
(0, 1);7;311;1;stop;1.0;True;True;110;[0.9999983310727032, 1.370956471489639e-06]
(0, 1);8;321;1;stop;1.0;True;True;218;[0.9999994039539004, 3.059020287707785e-07]
(0, 1);9;386;1;stop;1.0;True;True;290;[0.9999984502816872, 1.370956471489639e-06]
(0, 2);0;450;1;stop;1.0;True;False;215;[0, 0.9999994039539004]
(0, 2);1;492;1;stop;1.0;True;False;183;[0, 0.9999983310727032]
(0, 2);2;652;1;stop;1.0;True;False;451;[0, 0.9999977350285647]
(0, 2);3;527;1;stop;1.0;True;False;220;[0, 0.9999988079084972]
(0, 2);4;364;1;stop;1.0;True;False;127;[0, 0.9999995231630692]
(0, 2);5;416;1;stop;1.0;True;False;249;[0, 0.9999983310727032]
(0, 2);6;436;1;stop;1.0;True;False;237;[0, 0.9999986886995842]
(0, 2);7;424;1;stop;1.0;True;False;261;[0, 0.9999988079084972]
(0, 2);8;289;1;stop;1.0;True;False;276;[0, 0.9999988079084972]
(0, 2);9;494;1;stop;1.0;True;False;253;[0, 0.9999996423722521]
(0, 3);0;476;1;stop;1.0;True;False;174;[0, 0.9999979734461775]
(0, 3);1;535;1;stop;1.0;True;False;301;[0, 0.9999996423722521]
(0, 3);2;569;1;stop;1.0;True;False;279;[0, 0.9999994039539004]
(0, 3);3;419;1;stop;1.0;True;False;206;[0, 0.9999976158197796]
(0, 3);4;430;1;stop;1.0;True;False;283;[0, 0.9999992847447459]
(0, 3);5;387;1;stop;1.0;True;False;180;[0, 0.999998927117538]
