extracted_number;id;answer_token_len;correct_answer;reasoning_token_len;frequency_of_answer;is_correct;iter
145;0;287;145;0;1.0;True;0
145;0;285;145;0;1.0;True;1
145;0;119;145;0;1.0;True;2
145;0;257;145;0;1.0;True;3
145;0;124;145;0;1.0;True;4
145;0;200;145;0;1.0;True;5
145;0;144;145;0;1.0;True;6
145;0;147;145;0;1.0;True;7
145;0;289;145;0;1.0;True;8
145;0;127;145;0;1.0;True;9
19;1;185;19;0;1.0;True;0
19;1;106;19;0;1.0;True;1
19;1;194;19;0;1.0;True;2
19;1;186;19;0;1.0;True;3
19;1;212;19;0;1.0;True;4
19;1;225;19;0;1.0;True;5
19;1;200;19;0;1.0;True;6
19;1;178;19;0;1.0;True;7
19;1;212;19;0;1.0;True;8
19;1;200;19;0;1.0;True;9
3.0;2;85;3;0;1.0;True;0
3;2;186;3;0;1.0;True;1
3;2;123;3;0;1.0;True;2
3.0;2;84;3;0;1.0;True;3
3.0;2;88;3;0;1.0;True;4
3.0;2;82;3;0;1.0;True;5
3.0;2;88;3;0;1.0;True;6
3;2;92;3;0;1.0;True;7
3;2;141;3;0;1.0;True;8
3;2;174;3;0;1.0;True;9
198;3;174;198;0;1.0;True;0
198;3;171;198;0;1.0;True;1
198;3;178;198;0;1.0;True;2
198;3;183;198;0;1.0;True;3
198;3;171;198;0;1.0;True;4
198;3;168;198;0;1.0;True;5
198;3;167;198;0;1.0;True;6
198;3;179;198;0;1.0;True;7
198;3;163;198;0;1.0;True;8
198;3;184;198;0;1.0;True;9
63;4;91;63;0;1.0;True;0
63;4;77;63;0;1.0;True;1
63;4;88;63;0;1.0;True;2
63;4;100;63;0;1.0;True;3
63;4;77;63;0;1.0;True;4
63;4;90;63;0;1.0;True;5
63;4;84;63;0;1.0;True;6
63;4;84;63;0;1.0;True;7
63;4;77;63;0;1.0;True;8
63;4;75;63;0;1.0;True;9
322;5;161;322;0;1.0;True;0
322;5;250;322;0;1.0;True;1
322;5;182;322;0;1.0;True;2
322;5;105;322;0;1.0;True;3
322;5;109;322;0;1.0;True;4
322;5;123;322;0;1.0;True;5
322;5;110;322;0;1.0;True;6
322;5;179;322;0;1.0;True;7
322;5;136;322;0;1.0;True;8
322;5;125;322;0;1.0;True;9
30;6;133;30;0;1.0;True;0
30;6;102;30;0;1.0;True;1
30;6;111;30;0;1.0;True;2
30;6;114;30;0;1.0;True;3
30;6;97;30;0;1.0;True;4
30;6;121;30;0;1.0;True;5
30;6;153;30;0;1.0;True;6
30;6;102;30;0;1.0;True;7
30;6;132;30;0;1.0;True;8
30;6;118;30;0;1.0;True;9
192;7;148;192;0;1.0;True;0
192;7;154;192;0;1.0;True;1
192;7;138;192;0;1.0;True;2
192;7;104;192;0;1.0;True;3
192;7;143;192;0;1.0;True;4
192;7;143;192;0;1.0;True;5
192;7;108;192;0;1.0;True;6
192;7;147;192;0;1.0;True;7
192;7;155;192;0;1.0;True;8
192;7;149;192;0;1.0;True;9
26;8;104;26;0;1.0;True;0
26;8;132;26;0;1.0;True;1
26;8;174;26;0;1.0;True;2
26;8;108;26;0;1.0;True;3
26;8;107;26;0;1.0;True;4
26;8;109;26;0;1.0;True;5
26;8;152;26;0;1.0;True;6
26;8;107;26;0;1.0;True;7
26;8;175;26;0;1.0;True;8
26;8;131;26;0;1.0;True;9
17;9;83;17;0;1.0;True;0
17;9;73;17;0;1.0;True;1
17;9;97;17;0;1.0;True;2
17;9;96;17;0;1.0;True;3
17;9;101;17;0;1.0;True;4
17;9;92;17;0;1.0;True;5
17;9;80;17;0;1.0;True;6
17;9;93;17;0;1.0;True;7
17;9;92;17;0;1.0;True;8
17;9;77;17;0;1.0;True;9
1;10;144;1;0;1.0;True;0
1;10;130;1;0;1.0;True;1
1;10;120;1;0;1.0;True;2
1;10;122;1;0;1.0;True;3
1;10;144;1;0;1.0;True;4
1;10;132;1;0;1.0;True;5
1;10;135;1;0;1.0;True;6
1;10;145;1;0;1.0;True;7
1;10;148;1;0;1.0;True;8
1;10;134;1;0;1.0;True;9
20;11;272;20;0;1.0;True;0
20;11;290;20;0;1.0;True;1
20;11;301;20;0;1.0;True;2
20;11;273;20;0;1.0;True;3
20;11;281;20;0;1.0;True;4
20;11;249;20;0;1.0;True;5
20;11;292;20;0;1.0;True;6
20;11;284;20;0;1.0;True;7
20;11;311;20;0;1.0;True;8
20;11;311;20;0;1.0;True;9
