id;amount_answer_tokens;confidence_per_choice;finish_reason
('easy', 150);396;[0.036120947441083955, 0.010030424845737976, 0.05093870048759982, 0.9029099828851607];stop
('easy', 151);351;[0.010720910659163222, 0.008614493725141318, 0.015598832965971251, 0.9650657267264037];stop
('easy', 152);340;[0.9634744677006672, 0.002107591377459149, 0.03195395647842964, 0.0024640239563752855];stop
('easy', 153);358;[0.9740083546224817, 0.002414325711359391, 0.022201720839195527, 0.001375641323638849];stop
('easy', 154);268;[0.012586905789403796, 0.9393208882308626, 0.045327188973268207, 0.0027649762641066135];stop
('easy', 155);318;[0.0062738721840211705, 0.001974161472347632, 0.991177528450337, 0.0005745137415881424];stop
('easy', 156);326;[0.010950502157928116, 0.0015290327017387381, 0.98573282177006, 0.0017876203363991526];stop
('easy', 157);393;[0.9808742212169249, 0.0010789025075543177, 0.01741260427756375, 0.0006342540644468367];stop
('easy', 158);293;[0.050381029022983366, 0.8930251869507183, 0.05198029455748404, 0.004613513415649989];stop
('easy', 159);287;[0.014446511629163224, 0.002672335944939764, 0.9816189141769073, 0.0012623221180770984];stop
('easy', 160);320;[0.9509045518960262, 0.0038861294910093485, 0.0417798294006417, 0.0034294972388584006];stop
('easy', 161);353;[0.017502365843097577, 0.006438760565536876, 0.020462333880171296, 0.9555965719642919];stop
('easy', 162);304;[0.027687054454101516, 0.9459738992973019, 0.02368199265422189, 0.0026570465706185105];stop
('easy', 163);346;[0.9807528926286119, 0.0007414262003182939, 0.0179631125080353, 0.0005424389958633873];stop
('easy', 164);356;[0.02358264171657122, 0.003093369410438903, 0.9719076707645342, 0.0014162477163827195];stop
('easy', 165);327;[0.012011122218926123, 0.0022923627910005485, 0.9844501483003093, 0.0012463360313694995];stop
('easy', 166);370;[0.015844282406886564, 0.0019523986699991897, 0.980250917499756, 0.0019523986699991897];stop
('easy', 167);291;[0.0083945920868013, 0.9702827901254485, 0.01891750078178726, 0.002405090900553166];stop
('easy', 168);267;[0.01381189457984085, 0.9096230144580801, 0.07466639665805376, 0.0018986728592769182];stop
('easy', 169);275;[0.017883254705376075, 0.004382480041564549, 0.06049827085273623, 0.9172359507668784];stop
('easy', 170);275;[0.9437585204287504, 0.003403723940967271, 0.051605091877619115, 0.0012327471189151468];stop
('easy', 171);335;[0.011966200919759109, 0.0048347822210765565, 0.9807680277388047, 0.002431081173369776];stop
('easy', 172);396;[0.9196051683633656, 0.008208699222345524, 0.03049901758320024, 0.041687214401244836];stop
('easy', 173);359;[0.9622351246478147, 0.0015888472998840514, 0.03504941015581499, 0.001126661443296748];stop
('easy', 174);210;[0.7910132816411971, 0.025427079136536627, 0.17649891232201892, 0.007060846550301376];stop
('easy', 175);270;[0.011575558337587409, 0.008208299982348006, 0.03146562988333145, 0.9487504912473342];stop
('easy', 176);241;[0.009642592038158784, 0.005002510848585385, 0.9835711660702816, 0.0017837001739536384];stop
('easy', 177);145;[0.1515147099795817, 0.7457815180100819, 0.09189831700008401, 0.010805526495656661];stop
('easy', 178);281;[0.9884511132262513, 0.0009594827411542813, 0.009103318787616985, 0.001486075940516282];stop
('easy', 179);426;[0.025326118703620063, 0.0033220638223864555, 0.020996089855794285, 0.9503556709482494];stop
('easy', 180);258;[0.036338022900550465, 0.009780243851928506, 0.12683216231902344, 0.8270495398267049];stop
('easy', 181);253;[0.013526650432951096, 0.003640648574564822, 0.03454150371314903, 0.9482912367038384];stop
('easy', 182);284;[0.010611505717263273, 0.002367746970108933, 0.9855390729537078, 0.00148169819268389];stop
('easy', 183);231;[0.05603258565371935, 0.007823903873865317, 0.05964637694722459, 0.8764971500828501];stop
('easy', 184);348;[0.019020873746714996, 0.9455691280338181, 0.03136011913351065, 0.0040497777147901716];stop
('easy', 185);275;[0.014647599785663623, 0.9349813701281272, 0.04654997584805829, 0.003821054703430387];stop
('easy', 186);343;[0.9898600976884097, 0.0027803139094600728, 0.005194310221741359, 0.002165310649871824];stop
('easy', 187);325;[0.9776426494424063, 0.004388090373389266, 0.016303733615961404, 0.0016655312436169136];stop
('easy', 188);243;[0.02024539904833519, 0.0036298009013731435, 0.08794200474659722, 0.8881828374719215];stop
('easy', 189);328;[0.014888251243460398, 0.0029316704932107122, 0.9805096339479991, 0.0016704154948018978];stop
('easy', 190);350;[0.021496739597006393, 0.9430801109191047, 0.0332948016096916, 0.0021284649487435794];stop
('easy', 191);410;[0.024926376780668946, 0.00288543754717669, 0.9650467409260679, 0.007141526516006115];stop
('easy', 192);221;[0.03053905180695076, 0.7876125855317374, 0.1757401302008113, 0.0061081946306945425];stop
('easy', 193);284;[0.008823499966239599, 0.002095764939269977, 0.9884802321047294, 0.0006004467081922534];stop
('easy', 194);217;[0.004716364026180958, 0.004716364026180958, 0.9871167536748797, 0.0034505656333556974];stop
('easy', 195);211;[0.023552995845529678, 0.002813004205405325, 0.9706860863027295, 0.002948003095899728];stop
('easy', 196);385;[0.02496666063574835, 0.006312558878705391, 0.9666063336251708, 0.002114442367861852];stop
('easy', 197);282;[0.0035830025579756224, 0.0013599543761580446, 0.9934671363087357, 0.0015899477471153108];stop
('easy', 198);381;[0.01032823296330811, 0.004878711800783967, 0.025562622085903226, 0.959230402768898];stop
('easy', 199);292;[0.010916380018074354, 0.0046950765409640455, 0.9826612921184081, 0.0017272221341470015];stop
