correct_answer_idx;id;model_guessed_its_correct;yes_no_probabilities;answer_token_len;reasoning_token_len;frequency_of_answer;is_correct;iter
0;(0, 0);True;[0.8079086907963935, 0.18026880362135086];361;0;0.9;True;0
0;(0, 0);True;[0.9648612598532591, 0.03301573895787971];229;0;0.9;True;1
0;(0, 0);True;[0.9438601458449497, 0.053248951412710264];186;0;0.9;True;2
0;(0, 0);True;[0.9492544390239602, 0.04726059178087675];339;0;0.9;True;3
0;(0, 0);True;[0.8895340878591731, 0.10623968461423935];299;0;0.9;True;4
0;(0, 0);True;[0.9123502493072123, 0.08486179305280146];170;0;0.9;True;5
0;(0, 0);True;[0.9487207676528363, 0.04723402976823483];222;0;0.9;True;6
0;(0, 0);True;[0.9609602125939734, 0.037260468502625294];111;0;0.9;True;7
0;(0, 0);True;[0.9609789282621228, 0.037261196963958576];248;0;0.9;True;8
0;(0, 0);False;[0.005868420476211771, 0.9869164229430468];291;0;0.1;False;9
0;(0, 1);False;[0.001495110513357881, 0.9944603280867003];275;0;0.2;True;0
0;(0, 1);True;[0.8756854693295497, 0.11851113395408648];328;0;0.8;False;1
0;(0, 1);False;[0.005163439344493756, 0.9839772766526204];303;0;0.2;True;2
0;(0, 1);True;[0.9201550222402579, 0.07553092598536211];275;0;0.8;False;3
0;(0, 1);True;[0.9594085681804426, 0.03720030416936068];321;0;0.8;False;4
0;(0, 1);True;[0.6443622426665356, 0.34490224421450205];435;0;0.8;False;5
0;(0, 1);True;[0.49679787451196245, 0.49679787451196245];410;0;0.8;False;6
0;(0, 1);True;[0.9019236614106978, 0.09506204744401031];349;0;0.8;False;7
0;(0, 1);True;[0.7516289181248015, 0.2440181755347954];308;0;0.8;False;8
0;(0, 1);True;[0.8629160491964952, 0.13233247000211482];423;0;0.8;False;9
0;(0, 2);True;[0.9639234044826208, 0.03298364644958045];335;0;0.4;False;0
0;(0, 2);False;[0.022832330750434438, 0.9708554985097378];416;0;0.6;True;1
0;(0, 2);False;[0.0326171243124737, 0.9532121325454673];405;0;0.6;True;2
0;(0, 2);True;[0.6484901019139647, 0.3471117279861586];328;0;0.4;False;3
0;(0, 2);True;[0.9602287149343594, 0.0372321051235445];299;0;0.4;False;4
0;(0, 2);False;[0.07537711461399653, 0.9182811956681686];409;0;0.6;True;5
0;(0, 2);False;[0.0019213240619350264, 0.9952705530894059];259;0;0.6;True;6
0;(0, 2);True;[0.9295930807876955, 0.06733949942157375];329;0;0.4;False;7
0;(0, 2);False;[0.013940329374574432, 0.9772926409927467];271;0;0.6;True;8
0;(0, 2);False;[0.009596877613617688, 0.9789082042819861];401;0;0.6;True;9
0;(0, 3);True;[0.9248995849972419, 0.06699949722479887];322;0;0.3;False;0
0;(0, 3);False;[0.009649509829517107, 0.9842765359964643];332;0;0.7;True;1
0;(0, 3);False;[0.00457936387327598, 0.9888672086161074];328;0;0.7;True;2
0;(0, 3);True;[0.8473250669305069, 0.14724301826492656];369;0;0.3;False;3
0;(0, 3);False;[0.003162056509010011, 0.9934886677641942];350;0;0.7;True;4
0;(0, 3);False;[0.29046004154475025, 0.6967774383119437];366;0;0.7;True;5
0;(0, 3);False;[0.008504401866341903, 0.9829754156102405];299;0;0.7;True;6
0;(0, 3);True;[0.5868045893811363, 0.4033045030269938];329;0;0.3;False;7
0;(0, 3);False;[0.04697209620072378, 0.9434598323484088];526;0;0.7;True;8
0;(0, 3);False;[0.10342737405988707, 0.8659868907990945];607;0;0.7;True;9
1;(1, 0);False;[0.0008005062727044, 0.9947475964430786];235;0;1.0;True;0
1;(1, 0);False;[0.0021632652004488074, 0.9889252645199135];265;0;1.0;True;1
1;(1, 0);False;[0.0011516686499119823, 0.9835927331294227];223;0;1.0;True;2
1;(1, 0);False;[0.002174707117023375, 0.994156023484484];312;0;1.0;True;3
1;(1, 0);False;[0.000705411578661662, 0.9932932696271417];349;0;1.0;True;4
1;(1, 0);False;[0.0010256667053200176, 0.9926150908869331];341;0;1.0;True;5
1;(1, 0);False;[0.0008002105012282076, 0.9943802857879835];124;0;1.0;True;6
1;(1, 0);False;[0.0024478361938666793, 0.9875277734249533];397;0;1.0;True;7
1;(1, 0);False;[0.004543434496888211, 0.9811088259259347];453;0;1.0;True;8
1;(1, 0);False;[0.0007066434178229279, 0.9950278312265092];216;0;1.0;True;9
1;(1, 1);True;[0.9743700471714284, 0.022914989443939816];300;0;1.0;True;0
1;(1, 1);True;[0.979789165969677, 0.017945467726468014];311;0;1.0;True;1
1;(1, 1);True;[0.9577678744302212, 0.03713668632901072];435;0;1.0;True;2
1;(1, 1);True;[0.9650881535326161, 0.029143137551395026];423;0;1.0;True;3
1;(1, 1);True;[0.9783792450428814, 0.015814030312913546];230;0;1.0;True;4
1;(1, 1);True;[0.9811442828988889, 0.015858719302514382];351;0;1.0;True;5
1;(1, 1);True;[0.9835097029125115, 0.014029012271196928];278;0;1.0;True;6
1;(1, 1);True;[0.9769998889299224, 0.02027698662833299];325;0;1.0;True;7
1;(1, 1);True;[0.9774767830394638, 0.020286885081537857];341;0;1.0;True;8
1;(1, 1);True;[0.5585039414843239, 0.4349633069764576];462;0;1.0;True;9
1;(1, 2);False;[0.0009041145792750313, 0.9914818872197757];395;0;1.0;True;0
1;(1, 2);False;[0.0004278904747325573, 0.9933785482220382];398;0;1.0;True;1
1;(1, 2);False;[0.0005499986521499597, 0.9944207177951299];338;0;1.0;True;2
1;(1, 2);False;[0.0004843201807694923, 0.992265667418073];304;0;1.0;True;3
1;(1, 2);False;[0.002155800582555656, 0.9855126739679021];511;0;1.0;True;4
1;(1, 2);False;[0.0035701145918652483, 0.9898938547093469];403;0;1.0;True;5
1;(1, 2);False;[0.0024525142040998805, 0.9894148076823072];419;0;1.0;True;6
1;(1, 2);False;[0.002746214156258233, 0.9777199048344781];336;0;1.0;True;7
1;(1, 2);False;[0.001683415580761539, 0.9881403483456583];489;0;1.0;True;8
1;(1, 2);False;[0.0011613440504384947, 0.9918558547435941];263;0;1.0;True;9
1;(1, 3);False;[0.00070574196786506, 0.9937587753812677];320;0;1.0;True;0
1;(1, 3);False;[0.0014960461626171819, 0.9950825983704864];282;0;1.0;True;1
1;(1, 3);False;[0.000786356819835171, 0.9771650246294095];318;0;1.0;True;2
1;(1, 3);False;[0.0003784545549753359, 0.9955951547394567];223;0;1.0;True;3
1;(1, 3);False;[0.0006228394536143578, 0.9937976262731658];180;0;1.0;True;4
1;(1, 3);False;[0.00048492770763566845, 0.9935104356323445];268;0;1.0;True;5
1;(1, 3);False;[0.0001787430203303645, 0.9954487745787263];228;0;1.0;True;6
1;(1, 3);False;[0.0016815984125367427, 0.9870735445484826];394;0;1.0;True;7
1;(1, 3);False;[0.0016893709982621844, 0.9916361292646275];343;0;1.0;True;8
1;(1, 3);False;[0.0003774354215917291, 0.9929139867103488];327;0;1.0;True;9
1;(2, 0);False;[0.007533548419148474, 0.9867000403285549];335;0;1.0;True;0
1;(2, 0);False;[0.00131667255796522, 0.9923817625522197];357;0;1.0;True;1
1;(2, 0);False;[0.000904198219536376, 0.9915735360128588];262;0;1.0;True;2
