id;amount_answer_tokens;confidence_per_choice;finish_reason
0;614;[0.9877605694813318, 0.0030116007033308113, 0.004044644286303279, 0.005183292554019159];stop
1;1636;[0.8812418307192312, 0.04219364673832555, 0.03723576255532091, 0.03932880328653069];stop
2;9640;[0, 0, 0, 0];length
3;9555;[0, 0, 0, 0];length
4;6107;[0.9181219956161556, 0.0343696576100154, 0.027616795739611382, 0.019891631764190586];stop
5;1789;[0.018541181001945312, 0.9380679598270278, 0.03135534927553567, 0.012035557002758879];stop
6;3465;[0.1350499296474395, 0.00876940817212355, 0.05435237491503655, 0.8018282797329223];stop
7;1372;[0.10390317569545235, 0.007675173898328183, 0.32891626758764037, 0.5595054186766781];stop
8;1082;[0.9922708318728695, 0.0018493605574945965, 0.003692287500230603, 0.0021876079459319142];stop
9;4687;[0.058998452494271464, 0.03757501518075563, 0.09689277596289232, 0.8065337215144701];stop
10;1788;[0.05674166629399281, 0.9015665583948044, 0.016512766287421106, 0.025178961787477586];stop
11;6126;[0.04254021228195151, 0.011097274765071071, 0.05091396767364946, 0.8954485804618859];stop
12;2217;[0.7639179295937626, 0.019577829964923223, 0.19466357297731743, 0.021840647585635028];stop
13;1645;[0.02054879407993902, 0.9596342225213056, 0.012659744780301322, 0.007157170755335404];stop
14;1267;[0.09070935839338103, 0.8879457318084205, 0.016828779013565373, 0.0045161541046712505];stop
15;602;[0.9855528518860889, 0.0009793562467376156, 0.011473932069201687, 0.001993870422547703];stop
16;4003;[0.09310101732393188, 0.012069919449086286, 0.8594919559134172, 0.035337160352456695];stop
17;5551;[0.19845921912723602, 0.05603267916826357, 0.6873001757358198, 0.05820789594005919];stop
18;1516;[0.8358678011312004, 0.021255070272366002, 0.11971466180155128, 0.023162462392255043];stop
19;2790;[0.03994746559454962, 0.013224834728472207, 0.012423582497476097, 0.9344040821132275];stop
20;517;[0.009585142399095364, 0.0025004337900439173, 0.9777111305960923, 0.010203330971775651];stop
21;3728;[0.11380790630936816, 0.04267251189924204, 0.19654641150727972, 0.6469732015554321];stop
22;5132;[0.22292012548022097, 0.4347548095596217, 0.1593138292227538, 0.1830113001877245];stop
23;3820;[0.866735438953597, 0.02617314003573212, 0.06427502842710689, 0.04281639951450231];stop
24;6020;[0.8690242815726652, 0.0213348061746897, 0.07446579048064161, 0.03517514874647535];stop
25;496;[0.9538997779221599, 0.005852145896523594, 0.02706005492039006, 0.013188014357662948];stop
26;3587;[0.9402411777653445, 0.031183417840234633, 0.014845532437865317, 0.01372987305672241];stop
27;2618;[0.3918700585646177, 0.01981729897726186, 0.5191434809885935, 0.06916916992120169];stop
