id;amount_answer_tokens;confidence_per_choice;finish_reason
('easy', 150);308;[0.4129297020843967, 0.021884473771965413, 0.018142861667418773, 0.5470429757478598];stop
('easy', 151);204;[0.10625734075293841, 0.008453781828009094, 0.02297976152483441, 0.8623091380954303];stop
('easy', 152);333;[0.9809219368477299, 0.005832775535125773, 0.003323415320425384, 0.009921885414068408];stop
('easy', 153);345;[0.9783353158970255, 0.004975880007796074, 0.003162861769273062, 0.01352584420578472];stop
('easy', 154);321;[0.18845734916205303, 0.769023622186562, 0.03486110427081621, 0.007657966499543024];stop
('easy', 155);433;[0.009723573578596848, 0.003308279292542543, 0.9764544639621247, 0.01051368984816304];stop
('easy', 156);356;[0.01822844147476843, 0.0025058001199614816, 0.9646188308523121, 0.014646964208146348];stop
('easy', 157);272;[0.9168087991403577, 0.013492701556081293, 0.0240533411913667, 0.04564522100272662];stop
('easy', 158);231;[0.06762167742195638, 0.9047679879827683, 0.01657140473371163, 0.011038935383743537];stop
('easy', 159);488;[0.09781582704805475, 0.009534925204439099, 0.8718230284697276, 0.020826191362602154];stop
('easy', 160);286;[0.9787833632319004, 0.007831746061213323, 0.005911712079725241, 0.007473104297787687];stop
('easy', 161);372;[0.31613888325113837, 0.018691270954336963, 0.016494988722571786, 0.6486748510185882];stop
('easy', 162);333;[0.11747535652860157, 0.8680319737623469, 0.005848753607028678, 0.008643897493757222];stop
('easy', 163);399;[0.9384244462875608, 0.021058987371746645, 0.024620450593959654, 0.01589615764598077];stop
('easy', 164);283;[0.026371092727277497, 0.0035136088658988458, 0.9591221523695986, 0.01099310959638338];stop
('easy', 165);345;[0.1151882640639689, 0.014875165940689909, 0.8511325958385582, 0.018803967195804485];stop
('easy', 166);312;[0.38044769165462694, 0.012229468093136818, 0.5892489118801024, 0.018073982202500897];stop
('easy', 167);381;[0.012029521087951427, 0.9859581664183048, 0.000857905538435421, 0.0011544380853275582];stop
('easy', 168);343;[0.01578168359981363, 0.9763783160895179, 0.00496592707305741, 0.0028740580958332832];stop
('easy', 169);384;[0.16568098664366449, 0.011274729948702262, 0.032624520629487674, 0.790419768823889];stop
('easy', 170);376;[0.9021478233037955, 0.025591966150090253, 0.03782247414205358, 0.0344377545993682];stop
('easy', 171);322;[0.04982559006870629, 0.006849349668436309, 0.9401398054139525, 0.0031852434064545626];stop
('easy', 172);297;[0.9653383710751193, 0.00917267417615541, 0.001696774109998807, 0.02379210082789961];stop
('easy', 173);273;[0.9661466598217442, 0.01715115837788421, 0.006929694407799741, 0.0097724354679583];stop
('easy', 174);248;[0.9794879413595331, 0.008743232991283023, 0.006297514481076136, 0.005471375398192232];stop
('easy', 175);214;[0.3137937889825897, 0.013155774777002856, 0.029187368999694305, 0.6438630301516596];stop
('easy', 176);144;[0.14546861307783687, 0.011217334955837573, 0.8113588140520358, 0.031955213541943875];stop
('easy', 177);251;[0.3330728370555405, 0.6420146778714597, 0.018212550740444696, 0.0067000229887013325];stop
('easy', 178);363;[0.9631434870219563, 0.006001908160540457, 0.022650964763229784, 0.008203635793267326];stop
('easy', 179);285;[0.10613790874630592, 0.014364200517630377, 0.018158050861566452, 0.8613398742177716];stop
('easy', 180);355;[0.1574786222197811, 0.030055324590749836, 0.08429224233898015, 0.7281737934102048];stop
('easy', 181);390;[0.037542608056518816, 0.011630154655188489, 0.012380235186805895, 0.9384470161118703];stop
