id;attn_entropy;internal_confidence;internal_confidence_examples;max_prob;mink_entropy;pd_entropy;ppl
0;-2.625271732723798;0.7341305303471732;0.6785575669189821;-14.689622184383374;-204426.8783219647;-595.4679997289156;-22.96662565937303
1;-1.5297347644670425;0.7826278866675488;0.7952296894869957;-14.689622184383374;-57230.17296789351;-247.5240366082678;-5.859292326591802
2;-1.5827777676598358;0.7662187999040949;0.8004148845641094;-14.689622184383374;-84640.06494214472;-293.518361034525;-8.018011943386304
3;-1.2543421709625064;0.7700956270903138;0.7787659697303541;-14.689622184383374;-69434.592877025;-313.9527986517189;-4.427911178970035
4;-1.547084117757794;0.7419654723379081;0.7732182426395677;-14.689622184383374;-184899.66765953045;-376.78117574145926;-6.227872823823625
5;-1.7016358063260741;0.7373749648865041;0.7407640623703808;-15.249237972318797;-625863.2474719025;-314.5553739134772;-8.257401024166432
6;-1.7866156736624652;0.7644350096650188;0.7862314626281128;-15.536920044770577;-423153.77805193164;-308.1011374791472;-9.635455152941589
7;-1.8217333460989404;0.7489591809032285;0.7709710845710909;-15.026094421004586;-690344.2652804063;-354.5403750801105;-9.430285996549763
8;-1.5907282860124488;0.7723839048629979;0.78850567410106;-14.689622184383374;-51031.837612118055;-293.8640030160626;-7.186768528381819
9;-0.8561154510513227;0.772577741568239;0.7892449149020611;-14.689622184383374;-121750.20262012238;-420.04979003800446;-3.332027775588529
10;-1.5146834685420882;0.8505551867223735;0.8996130563330318;-14.689622184383374;-224605.28180133467;-395.23084936136485;-7.751049356460309
11;-1.5114725959095958;0.7473125760448855;0.779230131012044;-14.689622184383374;-130765.02016364103;-347.4820630991469;-6.41213860361236
12;-1.486713313386502;0.7554718970509819;0.796765990811227;-15.249237972318797;-422372.6212323761;-546.1492840555869;-4.558899900811577
13;-1.2702409819066496;0.7441503063099871;0.7753398179286357;-14.689622184383374;-38894.59874619817;-318.33164133279234;-5.2486835805964045
